Deputado,Tipo,Municipio,Votos No Municipio,Bairro,Votos No Bairro,RCAN_UESP,RUESP_CAN,RUESP
Elton Cristo,Estaduais,Belford Roxo,329,Centro,46,0.003187,0.139818,0.066779
Elton Cristo,Estaduais,Belford Roxo,329,das Graças,6,0.001466,0.018237,0.01894
Elton Cristo,Estaduais,Belford Roxo,329,Glaucia,3,0.000459,0.009119,0.030241
Elton Cristo,Estaduais,Belford Roxo,329,Heliópolis,53,0.002729,0.161094,0.089855
Elton Cristo,Estaduais,Belford Roxo,329,Itaipu,44,0.010519,0.133739,0.019351
Elton Cristo,Estaduais,Belford Roxo,329,Lote XV,1,9.9e-05,0.00304,0.046891
Elton Cristo,Estaduais,Belford Roxo,329,Maringá,6,0.000506,0.018237,0.05489
Elton Cristo,Estaduais,Belford Roxo,329,Nova Aurora,9,0.000738,0.027356,0.056389
Elton Cristo,Estaduais,Belford Roxo,329,Parque dos Ferreiras,1,0.00036,0.00304,0.012852
Elton Cristo,Estaduais,Belford Roxo,329,Pauline,5,0.000744,0.015198,0.03107
Elton Cristo,Estaduais,Belford Roxo,329,Piam,9,0.001505,0.027356,0.027674
Elton Cristo,Estaduais,Belford Roxo,329,Recantus,8,0.004251,0.024316,0.008707
Elton Cristo,Estaduais,Belford Roxo,329,Redentor,16,0.001224,0.048632,0.06046
Elton Cristo,Estaduais,Belford Roxo,329,Santa Amélia,2,0.000396,0.006079,0.023376
Elton Cristo,Estaduais,Belford Roxo,329,Santa Maria,1,0.000559,0.00304,0.008281
Elton Cristo,Estaduais,Belford Roxo,329,Santa Tereza,12,0.000726,0.036474,0.07648
Elton Cristo,Estaduais,Belford Roxo,329,Santo Antônio da Prata,9,0.002738,0.027356,0.015206
Elton Cristo,Estaduais,Belford Roxo,329,São Bernardo,2,0.001724,0.006079,0.005366
Elton Cristo,Estaduais,Belford Roxo,329,São Francisco de Assis,2,0.002674,0.006079,0.00346
Elton Cristo,Estaduais,Belford Roxo,329,São José,1,0.000448,0.00304,0.010326
Elton Cristo,Estaduais,Belford Roxo,329,São Vicente,9,0.001573,0.027356,0.026462
Elton Cristo,Estaduais,Belford Roxo,329,Shangri-lá,18,0.003334,0.054711,0.024977
Elton Cristo,Estaduais,Belford Roxo,329,Vale do Ipê,2,0.000288,0.006079,0.032138
Elton Cristo,Estaduais,Belford Roxo,329,Wona,3,0.000223,0.009119,0.062296
Elton Cristo,Estaduais,Belford Roxo,329,Xavantes,8,0.00081,0.024316,0.045693
Elton Cristo,Estaduais,Japeri,164,Alecrim,4,0.001738,0.02439,0.048905
Elton Cristo,Estaduais,Japeri,164,Caramujos,37,0.002559,0.22561,0.307174
Elton Cristo,Estaduais,Japeri,164,Centro de Engenheiro Pedreira,7,0.003393,0.042683,0.043827
Elton Cristo,Estaduais,Japeri,164,Centro de Japeri,5,0.001366,0.030488,0.077755
Elton Cristo,Estaduais,Japeri,164,Chacrinha,17,0.004602,0.103659,0.078477
Elton Cristo,Estaduais,Japeri,164,das Granjas,1,0.000633,0.006098,0.033566
Elton Cristo,Estaduais,Japeri,164,Delamare,16,0.008252,0.097561,0.041193
Elton Cristo,Estaduais,Japeri,164,Esperança,17,0.070833,0.103659,0.005099
Elton Cristo,Estaduais,Japeri,164,Marajoara,2,0.00165,0.012195,0.025748
Elton Cristo,Estaduais,Japeri,164,Nova Belém,14,0.002321,0.085366,0.128147
Elton Cristo,Estaduais,Japeri,164,Santa Amelia,16,0.007421,0.097561,0.045803
Elton Cristo,Estaduais,Japeri,164,Santa Inês,8,0.006957,0.04878,0.024431
Elton Cristo,Estaduais,Japeri,164,São Cosme e São Damião,16,0.004627,0.097561,0.073463
Elton Cristo,Estaduais,Japeri,164,São Jorge,4,0.001628,0.02439,0.052198
Elton Cristo,Estaduais,Nilópolis,148,Cabral,8,0.001527,0.054054,0.061708
Elton Cristo,Estaduais,Nilópolis,148,Cabuís,8,0.001772,0.054054,0.05317
Elton Cristo,Estaduais,Nilópolis,148,Centro de Olinda,14,0.00113,0.094595,0.145932
Elton Cristo,Estaduais,Nilópolis,148,Manoel Reis,85,0.001882,0.574324,0.531784
Elton Cristo,Estaduais,Nilópolis,148,Nossa Senhora de Fátima,9,0.001696,0.060811,0.062485
Elton Cristo,Estaduais,Nilópolis,148,Nova Cidade,15,0.003019,0.101351,0.058505
Elton Cristo,Estaduais,Nilópolis,148,Novo Horizonte,2,0.001008,0.013514,0.023364
Elton Cristo,Estaduais,Nilópolis,148,Paiol,7,0.001307,0.047297,0.063051
Elton Cristo,Estaduais,Nova Iguaçu,23934,Austin,5542,0.165497,0.231553,0.094184
Elton Cristo,Estaduais,Nova Iguaçu,23934,Boa Esperança,150,0.080343,0.006267,0.005251
Elton Cristo,Estaduais,Nova Iguaçu,23934,Cabuçu,3082,0.173429,0.128771,0.049982
Elton Cristo,Estaduais,Nova Iguaçu,23934,Cacuia,1176,0.118896,0.049135,0.027819
Elton Cristo,Estaduais,Nova Iguaçu,23934,Campo Alegre,19,0.041667,0.000794,0.001283
Elton Cristo,Estaduais,Nova Iguaçu,23934,Caonze,77,0.019088,0.003217,0.011346
Elton Cristo,Estaduais,Nova Iguaçu,23934,Carmary,468,0.047926,0.019554,0.027464
Elton Cristo,Estaduais,Nova Iguaçu,23934,Centro,763,0.028277,0.031879,0.075891
Elton Cristo,Estaduais,Nova Iguaçu,23934,Comendador Soares,2481,0.087966,0.10366,0.079325
Elton Cristo,Estaduais,Nova Iguaçu,23934,Corumbá,319,0.040298,0.013328,0.022264
Elton Cristo,Estaduais,Nova Iguaçu,23934,da Cerâmica,55,0.035077,0.002298,0.00441
Elton Cristo,Estaduais,Nova Iguaçu,23934,da Luz,530,0.051426,0.022144,0.028986
Elton Cristo,Estaduais,Nova Iguaçu,23934,da Palhada,586,0.091878,0.024484,0.017938
Elton Cristo,Estaduais,Nova Iguaçu,23934,da Posse,396,0.033537,0.016546,0.033211
Elton Cristo,Estaduais,Nova Iguaçu,23934,da Prata,25,0.005019,0.001045,0.014009
Elton Cristo,Estaduais,Nova Iguaçu,23934,da Viga,598,0.042205,0.024985,0.039851
Elton Cristo,Estaduais,Nova Iguaçu,23934,Engenho Pequeno,62,0.008991,0.00259,0.019395
Elton Cristo,Estaduais,Nova Iguaçu,23934,Esperança,67,0.165842,0.002799,0.001136
Elton Cristo,Estaduais,Nova Iguaçu,23934,Geneciano,10,0.010111,0.000418,0.002782
Elton Cristo,Estaduais,Nova Iguaçu,23934,Grama,117,0.022453,0.004888,0.014656
Elton Cristo,Estaduais,Nova Iguaçu,23934,Iguaçu Velho,37,0.079399,0.001546,0.001311
Elton Cristo,Estaduais,Nova Iguaçu,23934,Inconfidência,62,0.308458,0.00259,0.000565
Elton Cristo,Estaduais,Nova Iguaçu,23934,Ipiranga,599,0.09724,0.025027,0.017325
Elton Cristo,Estaduais,Nova Iguaçu,23934,Jardim Alvorada,304,0.043317,0.012702,0.019738
Elton Cristo,Estaduais,Nova Iguaçu,23934,Jardim Guandu,236,0.04677,0.00986,0.014192
Elton Cristo,Estaduais,Nova Iguaçu,23934,Jardim Iguaçu,123,0.047527,0.005139,0.007279
Elton Cristo,Estaduais,Nova Iguaçu,23934,Jardim Nova Era,190,0.027012,0.007938,0.019783
Elton Cristo,Estaduais,Nova Iguaçu,23934,Jardim Pernambuco,55,0.050366,0.002298,0.003071
Elton Cristo,Estaduais,Nova Iguaçu,23934,Jardim Tropical,34,0.006927,0.001421,0.013804
Elton Cristo,Estaduais,Nova Iguaçu,23934,Kennedy,137,0.056263,0.005724,0.006849
Elton Cristo,Estaduais,Nova Iguaçu,23934,Km - 32,436,0.092805,0.018217,0.013213
Elton Cristo,Estaduais,Nova Iguaçu,23934,Lagoinha,175,0.094492,0.007312,0.005209
Elton Cristo,Estaduais,Nova Iguaçu,23934,Montevidéu,13,0.033943,0.000543,0.001077
Elton Cristo,Estaduais,Nova Iguaçu,23934,Moquetá,59,0.017596,0.002465,0.00943
Elton Cristo,Estaduais,Nova Iguaçu,23934,Nova América,61,0.033044,0.002549,0.005192
Elton Cristo,Estaduais,Nova Iguaçu,23934,Paraíso,289,0.08389,0.012075,0.009689
Elton Cristo,Estaduais,Nova Iguaçu,23934,Parque Ambaí,666,0.034802,0.027827,0.053824
Elton Cristo,Estaduais,Nova Iguaçu,23934,Parque Flora,73,0.051264,0.00305,0.004005
Elton Cristo,Estaduais,Nova Iguaçu,23934,Ponto Chic,289,0.029696,0.012075,0.027372
Elton Cristo,Estaduais,Nova Iguaçu,23934,Prados Verdes,315,0.105776,0.013161,0.008376
Elton Cristo,Estaduais,Nova Iguaçu,23934,Rancho Fundo,571,0.040643,0.023857,0.039513
Elton Cristo,Estaduais,Nova Iguaçu,23934,Rancho Novo,8,0.02168,0.000334,0.001038
Elton Cristo,Estaduais,Nova Iguaçu,23934,Riachão,45,0.039199,0.00188,0.003229
Elton Cristo,Estaduais,Nova Iguaçu,23934,Rodilândia,650,0.135107,0.027158,0.013531
Elton Cristo,Estaduais,Nova Iguaçu,23934,Rosa dos Ventos,331,0.053751,0.01383,0.01732
Elton Cristo,Estaduais,Nova Iguaçu,23934,Santa Eugênia,263,0.027804,0.010989,0.026604
Elton Cristo,Estaduais,Nova Iguaçu,23934,Santa Rita,199,0.042458,0.008315,0.013182
Elton Cristo,Estaduais,Nova Iguaçu,23934,Santo Antônio,4,0.015504,0.000167,0.000726
Elton Cristo,Estaduais,Nova Iguaçu,23934,Tinguá,46,0.014935,0.001922,0.008663
Elton Cristo,Estaduais,Nova Iguaçu,23934,Três Corações,117,0.075435,0.004888,0.004362
Elton Cristo,Estaduais,Nova Iguaçu,23934,Valverde,337,0.087125,0.01408,0.010879
Elton Cristo,Estaduais,Nova Iguaçu,23934,Vila de Cava,601,0.050564,0.025111,0.03343
Elton Cristo,Estaduais,Nova Iguaçu,23934,Vila Nova,77,0.018707,0.003217,0.011576
Elton Cristo,Estaduais,Nova Iguaçu,23934,Vila Operária,9,0.007317,0.000376,0.003459
Elton Cristo,Estaduais,São João de Meriti,347,Agostinho Porto,23,0.000845,0.066282,0.11201
Elton Cristo,Estaduais,São João de Meriti,347,Centro,20,0.001044,0.057637,0.078833
Elton Cristo,Estaduais,São João de Meriti,347,Coelho da Rocha,23,0.000899,0.066282,0.105236
Elton Cristo,Estaduais,São João de Meriti,347,Éden,9,0.001151,0.025937,0.03219
Elton Cristo,Estaduais,São João de Meriti,347,Engenheiro Belford,3,0.000747,0.008646,0.016535
Elton Cristo,Estaduais,São João de Meriti,347,Jardim Meriti,45,0.001077,0.129683,0.172011
Elton Cristo,Estaduais,São João de Meriti,347,Jardim Metrópole,40,0.002903,0.115274,0.056709
Elton Cristo,Estaduais,São João de Meriti,347,Jardim Sumaré,6,0.000613,0.017291,0.040248
Elton Cristo,Estaduais,São João de Meriti,347,Parque Araruama,13,0.000754,0.037464,0.070911
Elton Cristo,Estaduais,São João de Meriti,347,São Matheus,19,0.000938,0.054755,0.083392
Elton Cristo,Estaduais,São João de Meriti,347,Venda Velha,3,0.000766,0.008646,0.016107
Elton Cristo,Estaduais,São João de Meriti,347,Vilar dos Teles,127,0.002981,0.365994,0.175299
Elton Cristo,Estaduais,São João de Meriti,347,Vila Tiradentes,16,0.001625,0.04611,0.040519
Elton Cristo,Estaduais,Queimados,2188,,2188,0.03308,1.0,1.0
Carlos Macedo,Estaduais,Belford Roxo,250,Andrade Araújo,1,0.0004,0.004,0.011561
Carlos Macedo,Estaduais,Belford Roxo,250,Areia Branca,16,0.000897,0.064,0.082481
Carlos Macedo,Estaduais,Belford Roxo,250,Barro Vermelho,12,0.001161,0.048,0.047798
Carlos Macedo,Estaduais,Belford Roxo,250,Centro,42,0.00291,0.168,0.066779
Carlos Macedo,Estaduais,Belford Roxo,250,das Graças,8,0.001954,0.032,0.01894
Carlos Macedo,Estaduais,Belford Roxo,250,Glaucia,6,0.000918,0.024,0.030241
Carlos Macedo,Estaduais,Belford Roxo,250,Heliópolis,19,0.000978,0.076,0.089855
Carlos Macedo,Estaduais,Belford Roxo,250,Itaipu,2,0.000478,0.008,0.019351
Carlos Macedo,Estaduais,Belford Roxo,250,Lote XV,11,0.001085,0.044,0.046891
Carlos Macedo,Estaduais,Belford Roxo,250,Maringá,12,0.001011,0.048,0.05489
Carlos Macedo,Estaduais,Belford Roxo,250,Nova Aurora,53,0.004348,0.212,0.056389
Carlos Macedo,Estaduais,Belford Roxo,250,Parque dos Ferreiras,1,0.00036,0.004,0.012852
Carlos Macedo,Estaduais,Belford Roxo,250,Pauline,1,0.000149,0.004,0.03107
Carlos Macedo,Estaduais,Belford Roxo,250,Piam,4,0.000669,0.016,0.027674
Carlos Macedo,Estaduais,Belford Roxo,250,Recantus,4,0.002125,0.016,0.008707
Carlos Macedo,Estaduais,Belford Roxo,250,Redentor,11,0.000842,0.044,0.06046
Carlos Macedo,Estaduais,Belford Roxo,250,Santa Amélia,6,0.001187,0.024,0.023376
Carlos Macedo,Estaduais,Belford Roxo,250,Santa Maria,2,0.001117,0.008,0.008281
Carlos Macedo,Estaduais,Belford Roxo,250,Santa Tereza,8,0.000484,0.032,0.07648
Carlos Macedo,Estaduais,Belford Roxo,250,Santo Antônio da Prata,5,0.001521,0.02,0.015206
Carlos Macedo,Estaduais,Belford Roxo,250,São Bernardo,2,0.001724,0.008,0.005366
Carlos Macedo,Estaduais,Belford Roxo,250,São Francisco de Assis,3,0.004011,0.012,0.00346
Carlos Macedo,Estaduais,Belford Roxo,250,São José,1,0.000448,0.004,0.010326
Carlos Macedo,Estaduais,Belford Roxo,250,São Vicente,1,0.000175,0.004,0.026462
Carlos Macedo,Estaduais,Belford Roxo,250,Shangri-lá,1,0.000185,0.004,0.024977
Carlos Macedo,Estaduais,Belford Roxo,250,Vale do Ipê,3,0.000432,0.012,0.032138
Carlos Macedo,Estaduais,Belford Roxo,250,Wona,11,0.000817,0.044,0.062296
Carlos Macedo,Estaduais,Belford Roxo,250,Xavantes,4,0.000405,0.016,0.045693
Carlos Macedo,Estaduais,Japeri,35,Alecrim,2,0.000869,0.057143,0.048905
Carlos Macedo,Estaduais,Japeri,35,Beira-Rio,1,0.001495,0.028571,0.014213
Carlos Macedo,Estaduais,Japeri,35,Caramujos,9,0.000622,0.257143,0.307174
Carlos Macedo,Estaduais,Japeri,35,Centro de Engenheiro Pedreira,2,0.000969,0.057143,0.043827
Carlos Macedo,Estaduais,Japeri,35,Chacrinha,1,0.000271,0.028571,0.078477
Carlos Macedo,Estaduais,Japeri,35,das Granjas,6,0.003797,0.171429,0.033566
Carlos Macedo,Estaduais,Japeri,35,Nova Belém,8,0.001326,0.228571,0.128147
Carlos Macedo,Estaduais,Japeri,35,Santa Inês,1,0.00087,0.028571,0.024431
Carlos Macedo,Estaduais,Japeri,35,São Cosme e São Damião,5,0.001446,0.142857,0.073463
Carlos Macedo,Estaduais,Nilópolis,69,Cabral,4,0.000763,0.057971,0.061708
Carlos Macedo,Estaduais,Nilópolis,69,Cabuís,2,0.000443,0.028986,0.05317
Carlos Macedo,Estaduais,Nilópolis,69,Centro de Olinda,16,0.001291,0.231884,0.145932
Carlos Macedo,Estaduais,Nilópolis,69,Manoel Reis,33,0.000731,0.478261,0.531784
Carlos Macedo,Estaduais,Nilópolis,69,Nossa Senhora de Fátima,3,0.000565,0.043478,0.062485
Carlos Macedo,Estaduais,Nilópolis,69,Nova Cidade,5,0.001006,0.072464,0.058505
Carlos Macedo,Estaduais,Nilópolis,69,Novo Horizonte,2,0.001008,0.028986,0.023364
Carlos Macedo,Estaduais,Nilópolis,69,Paiol,4,0.000747,0.057971,0.063051
Carlos Macedo,Estaduais,Nova Iguaçu,236,Austin,10,0.000299,0.042373,0.094184
Carlos Macedo,Estaduais,Nova Iguaçu,236,Cabuçu,32,0.001801,0.135593,0.049982
Carlos Macedo,Estaduais,Nova Iguaçu,236,Cacuia,7,0.000708,0.029661,0.027819
Carlos Macedo,Estaduais,Nova Iguaçu,236,Campo Alegre,3,0.006579,0.012712,0.001283
Carlos Macedo,Estaduais,Nova Iguaçu,236,Caonze,6,0.001487,0.025424,0.011346
Carlos Macedo,Estaduais,Nova Iguaçu,236,Carmary,2,0.000205,0.008475,0.027464
Carlos Macedo,Estaduais,Nova Iguaçu,236,Centro,29,0.001075,0.122881,0.075891
Carlos Macedo,Estaduais,Nova Iguaçu,236,Comendador Soares,11,0.00039,0.04661,0.079325
Carlos Macedo,Estaduais,Nova Iguaçu,236,Corumbá,4,0.000505,0.016949,0.022264
Carlos Macedo,Estaduais,Nova Iguaçu,236,da Cerâmica,2,0.001276,0.008475,0.00441
Carlos Macedo,Estaduais,Nova Iguaçu,236,da Luz,5,0.000485,0.021186,0.028986
Carlos Macedo,Estaduais,Nova Iguaçu,236,da Palhada,5,0.000784,0.021186,0.017938
Carlos Macedo,Estaduais,Nova Iguaçu,236,da Posse,7,0.000593,0.029661,0.033211
Carlos Macedo,Estaduais,Nova Iguaçu,236,da Prata,4,0.000803,0.016949,0.014009
Carlos Macedo,Estaduais,Nova Iguaçu,236,da Viga,9,0.000635,0.038136,0.039851
Carlos Macedo,Estaduais,Nova Iguaçu,236,Engenho Pequeno,3,0.000435,0.012712,0.019395
Carlos Macedo,Estaduais,Nova Iguaçu,236,Ipiranga,6,0.000974,0.025424,0.017325
Carlos Macedo,Estaduais,Nova Iguaçu,236,Jardim Alvorada,6,0.000855,0.025424,0.019738
Carlos Macedo,Estaduais,Nova Iguaçu,236,Jardim Guandu,5,0.000991,0.021186,0.014192
Carlos Macedo,Estaduais,Nova Iguaçu,236,Jardim Nova Era,1,0.000142,0.004237,0.019783
Carlos Macedo,Estaduais,Nova Iguaçu,236,Jardim Pernambuco,2,0.001832,0.008475,0.003071
Carlos Macedo,Estaduais,Nova Iguaçu,236,Jardim Tropical,4,0.000815,0.016949,0.013804
Carlos Macedo,Estaduais,Nova Iguaçu,236,Kennedy,2,0.000821,0.008475,0.006849
Carlos Macedo,Estaduais,Nova Iguaçu,236,Km - 32,9,0.001916,0.038136,0.013213
Carlos Macedo,Estaduais,Nova Iguaçu,236,Lagoinha,1,0.00054,0.004237,0.005209
Carlos Macedo,Estaduais,Nova Iguaçu,236,Montevidéu,1,0.002611,0.004237,0.001077
Carlos Macedo,Estaduais,Nova Iguaçu,236,Moquetá,1,0.000298,0.004237,0.00943
Carlos Macedo,Estaduais,Nova Iguaçu,236,Nova América,2,0.001083,0.008475,0.005192
Carlos Macedo,Estaduais,Nova Iguaçu,236,Parque Ambaí,11,0.000575,0.04661,0.053824
Carlos Macedo,Estaduais,Nova Iguaçu,236,Parque Flora,3,0.002107,0.012712,0.004005
Carlos Macedo,Estaduais,Nova Iguaçu,236,Ponto Chic,1,0.000103,0.004237,0.027372
Carlos Macedo,Estaduais,Nova Iguaçu,236,Rancho Fundo,5,0.000356,0.021186,0.039513
Carlos Macedo,Estaduais,Nova Iguaçu,236,Rancho Novo,2,0.00542,0.008475,0.001038
Carlos Macedo,Estaduais,Nova Iguaçu,236,Rodilândia,4,0.000831,0.016949,0.013531
Carlos Macedo,Estaduais,Nova Iguaçu,236,Rosa dos Ventos,4,0.00065,0.016949,0.01732
Carlos Macedo,Estaduais,Nova Iguaçu,236,Santa Eugênia,6,0.000634,0.025424,0.026604
Carlos Macedo,Estaduais,Nova Iguaçu,236,Santa Rita,4,0.000853,0.016949,0.013182
Carlos Macedo,Estaduais,Nova Iguaçu,236,Tinguá,1,0.000325,0.004237,0.008663
Carlos Macedo,Estaduais,Nova Iguaçu,236,Valverde,1,0.000259,0.004237,0.010879
Carlos Macedo,Estaduais,Nova Iguaçu,236,Vila de Cava,12,0.00101,0.050847,0.03343
Carlos Macedo,Estaduais,Nova Iguaçu,236,Vila Nova,3,0.000729,0.012712,0.011576
Carlos Macedo,Estaduais,São João de Meriti,1376,Agostinho Porto,137,0.005033,0.099564,0.11201
Carlos Macedo,Estaduais,São João de Meriti,1376,Centro,276,0.014408,0.200581,0.078833
Carlos Macedo,Estaduais,São João de Meriti,1376,Coelho da Rocha,38,0.001486,0.027616,0.105236
Carlos Macedo,Estaduais,São João de Meriti,1376,Éden,42,0.005369,0.030523,0.03219
Carlos Macedo,Estaduais,São João de Meriti,1376,Engenheiro Belford,87,0.021653,0.063227,0.016535
Carlos Macedo,Estaduais,São João de Meriti,1376,Jardim Meriti,213,0.005096,0.154797,0.172011
Carlos Macedo,Estaduais,São João de Meriti,1376,Jardim Metrópole,15,0.001089,0.010901,0.056709
Carlos Macedo,Estaduais,São João de Meriti,1376,Jardim Sumaré,6,0.000613,0.00436,0.040248
Carlos Macedo,Estaduais,São João de Meriti,1376,Parque Araruama,38,0.002205,0.027616,0.070911
Carlos Macedo,Estaduais,São João de Meriti,1376,São Matheus,261,0.01288,0.18968,0.083392
Carlos Macedo,Estaduais,São João de Meriti,1376,Venda Velha,6,0.001533,0.00436,0.016107
Carlos Macedo,Estaduais,São João de Meriti,1376,Vilar dos Teles,108,0.002535,0.078488,0.175299
Carlos Macedo,Estaduais,São João de Meriti,1376,Vila Tiradentes,149,0.015133,0.108285,0.040519
Carlos Macedo,Estaduais,Queimados,335,,335,0.005065,1.0,1.0
Leo Vieira,Estaduais,Belford Roxo,791,Andrade Araújo,3,0.0012,0.003793,0.011561
Leo Vieira,Estaduais,Belford Roxo,791,Areia Branca,84,0.004711,0.106195,0.082481
Leo Vieira,Estaduais,Belford Roxo,791,Barro Vermelho,53,0.00513,0.067004,0.047798
Leo Vieira,Estaduais,Belford Roxo,791,Centro,82,0.005681,0.103666,0.066779
Leo Vieira,Estaduais,Belford Roxo,791,das Graças,30,0.007328,0.037927,0.01894
Leo Vieira,Estaduais,Belford Roxo,791,Glaucia,61,0.009331,0.077118,0.030241
Leo Vieira,Estaduais,Belford Roxo,791,Heliópolis,42,0.002162,0.053097,0.089855
Leo Vieira,Estaduais,Belford Roxo,791,Itaipu,7,0.001673,0.00885,0.019351
Leo Vieira,Estaduais,Belford Roxo,791,Lote XV,2,0.000197,0.002528,0.046891
Leo Vieira,Estaduais,Belford Roxo,791,Maringá,31,0.002613,0.039191,0.05489
